Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyFlow Product options (product.metafields.product_options.options),Product rating count (product.metafields.reviews.rating_count),SEO Hidden (product.metafields.seo.hidden),Adhesive type (product.metafields.shopify.adhesive-type),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Celebration type (product.metafields.shopify.celebration-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Item style (product.metafields.shopify.item-style),Material (product.metafields.shopify.material),Personalization design (product.metafields.shopify.personalization-design),Shape (product.metafields.shopify.shape),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
gift-tag-shape-animals-in-cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-Animalsincloud-01.jpg?v=1763395791,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gift-tag-shape-paw-patrol,Gift Tag (Shape) - Paw Patrol,"<p class=""p1"">These Laser cut Shape Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 inches</p>
<p class=""p1"">Contains : 24 - 30 tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,996,continue,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-PawPatrol-01.jpg?v=1734098246,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
gift-tag-shape-woodland-animals,Gift Tag (Shape) - Woodland animals,"<p class=""p1"">These Laser cut Shape Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 inches</p>
<p class=""p1"">Contains : 24 - 30 tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,994,continue,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-Woodlandanimals-01-01.jpg?v=1734014215,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
gift-tag-shape-fairies-in-enchanted-garden,Gift Tag (Shape) - Fairies in enchanted garden,"<p class=""p1"">These Laser cut Shape Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 inches</p>
<p class=""p1"">Contains : 24 - 30 tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,983,continue,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_2662.jpg?v=1735638969,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
gift-tag-shape-fairies-in-enchanted-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-Fairies-01-01.jpg?v=1735638969,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gift-tag-shape-teddy-in-space,Gift Tag (Shape) - Teddy in Space,"<p class=""p1"">These Laser cut Shape Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 inches</p>
<p class=""p1"">Contains : 24 - 30 tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,993,continue,manual,500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/GiftTags_Shape_-Spaceanimal-01-01.jpg?v=1734014137,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-construction-truck,3D Gift Tag - Construction Truck,"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,987,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/3DGiftTag-Constructiontruck-01.jpg?v=1733740636,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-paw-patrol,3D Gift Tag - Paw Patrol,"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,981,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/3DGiftTag-PawPatrol-01.jpg?v=1733740598,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-football,3D Gift Tag - Football,"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,979,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_2916.jpg?v=1735984120,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/3D_Gift_Tag_-_Football-01.jpg?v=1735984120,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transparent-labels-superheroes-design-2,Transparent labels - Superheroes (Design 2),"<p data-mce-fragment=""1"">These labels are water proof and with a clear background. These can be used on books, bottles, tiffin or any other accessories.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material - Transparent sticker sheet</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size - 1.8 x 2.8 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of 48 Labels</li>
</ul>",thedesignfactoryshop,Office Supplies > General Office Supplies > Labels & Tags,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,80,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/Transparentlabel-Superheroes_Design2_-01.jpg?v=1730111295,1,"",false,,,960,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
transparent-labels-superheroes-design-1,Transparent labels - Superheroes (Design 1),"<p data-mce-fragment=""1"">These labels are water proof and with a clear background. These can be used on books, bottles, tiffin or any other accessories.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material - Transparent sticker sheet</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size - 1.8 x 2.8 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of 48 Labels</li>
</ul>",thedesignfactoryshop,Office Supplies > General Office Supplies > Labels & Tags,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,91,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/Transparentlabel-Superheroes_Design1_-01_b68abe42-c944-4265-a919-68a374dd5aa3.jpg?v=1730111117,1,"",false,,,960,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
transparent-labels-dino,Transparent labels - Dino,"<p data-mce-fragment=""1"">These labels are water proof and with a clear background. These can be used on books, bottles, tiffin or any other accessories.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Material - Transparent sticker sheet</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Size - 1.8 x 2.8 inches</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Pack of 48 Labels</li>
</ul>",thedesignfactoryshop,Office Supplies > General Office Supplies > Labels & Tags,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,88,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/Transparentlabel-Dino-01_08bf3357-fb59-41f3-884e-6b0ecf8e6939.jpg?v=1730110218,1,"",false,,,960,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-10,Diwali Gift Tag - Design 10,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design10-01.jpg?v=1728876106,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-9,Diwali Gift Tag - Design 9,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design9-01.jpg?v=1728876085,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-8,Diwali Gift Tag - Design 8,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design8-01.jpg?v=1728876059,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-7,Diwali Gift Tag - Design 7,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design7-01.jpg?v=1728876027,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-6,Diwali Gift Tag - Design 6,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,99,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design6-01.jpg?v=1728876001,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-5,Diwali Gift Tag - Design 5,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design5-01.jpg?v=1728875967,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-4,Diwali Gift Tag - Design 4,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design4.jpg?v=1728875947,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-3,Diwali Gift Tag - Design 3,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design3-01.jpg?v=1728875926,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-2,Diwali Gift Tag - Design 2,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design2-01.jpg?v=1728875839,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
diwali-gift-tag-design-1,Diwali Gift Tag - Design 1,"<p>Illuminate your gifts this Diwali with our set of beautifully designed Gift Tags. Each tag features unique and vibrant designs, adding a special touch to your presents. Perfect for sharing love and joy during the Festival of Lights!</p>
<p>Includes - Set of 30 pcs tags </p>
<p>Material - 300 gsm imported cardstock</p>
<div id=""sharing"" data-permalink=""https://papercrush.in/products/gift-tags"" class=""social-sharing""></div>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,98,deny,manual,400.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0750/4694/5085/files/DiwaliTag-Design1-01.jpg?v=1728875798,1,"",false,,,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-circus,3D Gift Tag - Dino,"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,990,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_0453.jpg?v=1728044109,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-airplane-copy,3D Gift Tag - Mermaid (Design 2),"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,981,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/285297C2-4B0C-45B9-9B10-967BE7C77812.jpg?v=1728044019,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-sports-car,3D Gift Tag - Sports Car,"<p class=""p1"">These 3D Personalized Gift Tags seem to be designed with the intention of making the act of giving and receiving gifts more special and enchanting for children through personalization, adorable characters, and a unique 3D experience.The use of vibrant colors adds to the overall attractiveness of the gift tags.</p>
<p class=""p1"">Material : 300 gsm cardstock</p>
<p class=""p1"">Size : 3.5 x 2.3 inches</p>
<p class=""p1"">Contains : 40 gift tags</p>
<!---->",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Tags & Labels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,958,continue,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_1115.jpg?v=1728043903,1,"",false,,,8213,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3d-gift-tag-sports-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_1117.jpg?v=1728043903,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-gift-tag-sports-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/IMG_1116.jpg?v=1728043903,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gift-stationery-hamper-mermaid,Money Envelope & Gift Tag Sets - Peppa Pig,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""387"" style=""border-collapse: collapse; width: 290pt;"">
<colgroup> <col width=""387"" style=""mso-width-source: userset; mso-width-alt: 12373; width: 290pt;""> </colgroup>
<tbody>
<tr height=""213"" style=""height: 160.0pt;"">
<td height=""213"" class=""xl63"" width=""387"" style=""height: 160.0pt; width: 290pt;"">This Gift set is a perfect hamper for any kind of celebration or occasion.<br>It can be personalised with your name.<br><br>It includes:<br><br>3D Gift Tags - 24 pcs<br>Square Gift Tags - 24 pcs<br>Money Envelopes - 24 pcs<br><br>
</td>
</tr>
</tbody>
</table>",thedesignfactoryshop,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping,"","birthday return gift, Gift cards, Gift tag",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,1850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/MoneyEnvelopes_GiftTagSets-PeppaPig-01.jpg?v=1757305486,1,"",false,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
felt-name-plate-hanging-mermiad,Felt Name Plate Hanging - Mermiad,"<div data-widget_type=""shopengine-product-excerpt.default"" data-element_type=""widget"" data-id=""0953068"" class=""elementor-element elementor-element-0953068 elementor-widget elementor-widget-shopengine-product-excerpt"">
<div class=""elementor-widget-container optml-bg-lazyloaded"">
<div class=""shopengine shopengine-widget"">
<div class=""shopengine-product-excerpt"">
<div class=""woocommerce-product-details__short-description"">
<p>Personalize your little one’s space with this name hanging, adding a playful touch to their room.</p>
<p>This product is eco friendly &amp; made with high quality felt.</p>
</div>
</div>
</div>
</div>
</div>
<div data-widget_type=""shopengine-product-price.default"" data-element_type=""widget"" data-id=""1649b19"" class=""elementor-element elementor-element-1649b19 elementor-widget elementor-widget-shopengine-product-price"">
<div class=""elementor-widget-container optml-bg-lazyloaded"">
<div class=""shopengine shopengine-widget"">
<div class=""shopengine-product-price"">
<p class=""price""><br></p>
</div>
</div>
</div>
</div>",thedesignfactoryshop,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,1800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/wfwefwef-01.png?v=1726850717,1,"",false,,,3144,,,,,,,,,,,,,,,,,,,,,,animal,felt,,,,,,,,,,,,,,kg,,,true,,,active
felt-name-plate-hanging-mermiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0750/4694/5085/files/kjk-01.png?v=1726850716,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
